8913443,440,FMRT,2024-09-30,2024-10-06,2024-09-30,37305443,SCRUBBER MINUMAN SERAT 24'S,24,24,1
8913443,440,FMRT,2024-09-30,2024-10-06,2024-09-30,37579694,AMUNIZER VIT C BTL 140ML,24,24,1
