8913423,336,HYMR,2024-09-30,2024-10-06,2024-09-30,37305443,SCRUBBER MINUMAN SERAT 24'S,24,24,1
8913423,336,HYMR,2024-09-30,2024-10-06,2024-09-30,37750926,ADEM SARI POLYBAG 8'S X 7GR,72,72,1
